"","Jahr","TagezumStichtag"
"129795",2021,17
"129828",2020,311
"129833",2020,11
"129840",2020,27
"129850",2020,32
"129856",2021,105
"129865",2021,27
"129871",2021,58
"129883",2021,13
"129895",2021,83
"129899",2021,46
"129910",2020,17
"129938",2020,94
"129957",2019,241
"129994",2019,30
"130005",2021,38
"130012",2021,25
"130027",2021,37
"130036",2021,59
"130038",2021,48
"130041",2021,177
"130066",2021,68
"130075",2021,199
"130078",2021,79
"130080",2021,25
"130084",2021,141
"130089",2021,61
"130129",2020,68
"130134",2020,28
"130139",2020,52
"130184",2019,121
"130197",2021,26
"130199",2021,6
"130200",2021,11
"130201",2021,53
"130216",2021,70
"130229",2021,291
"130255",2021,45
"130265",2021,62
"130275",2021,14
"130279",2021,12
"130307",2019,2
"130329",2019,58
"130387",2021,46
"130401",2021,74
"130402",2021,74
"130414",2021,33
"130425",2021,15
"130429",2021,68
"130434",2021,158
"130454",2021,20
"130483",2021,12
"130484",2021,15
"130485",2021,17
"130505",2020,10
"130520",2020,121
"130523",2020,10
"130524",2020,124
"130530",2020,51
"130536",2021,190
"130549",2021,216
"130553",2021,16
"130611",2019,163
"130629",2019,204
"130635",2020,51
"130637",2020,85
"130639",2020,2
"130660",2020,1
"130664",2020,36
"130668",2020,65
"130710",2021,125
"130717",2021,45
"130721",2021,53
"130723",2021,245
"130731",2021,129
"130746",2021,23
"130776",2021,53
"130791",2019,58
"130799",2019,403
"130829",2020,17
"130854",2020,6
"130858",2020,40
"130863",2020,5
"130884",2021,34
"130886",2021,28
"130889",2021,10
"130894",2021,4
"130906",2021,176
"130910",2021,83
"130937",2020,319
"130938",2020,30
"130947",2020,37
"130949",2020,31
"130975",2021,21
"130976",2021,146
"130978",2021,3
"130989",2021,50
"131008",2021,12
"131009",2021,119
"131018",2021,139
"131063",2020,173
"131075",2019,14
"131079",2019,80
"131090",2019,42
"131122",2021,12
"131136",2021,17
"131138",2021,24
"131146",2021,119
"131180",2020,1
"131183",2020,25
"131187",2020,12
"131209",2020,26
"131211",2020,10
"131213",2020,27
"131251",2019,5
"131260",2019,85
"131293",2021,7
"131298",2021,73
"131299",2021,7
"131332",2021,44
"131336",2020,25
"131345",2020,82
"131346",2020,9
"131357",2020,50
"131361",2020,44
"131369",2021,106
"131394",2021,30
"131401",2021,21
"131411",2021,10
"131420",2020,39
"131433",2020,56
"131435",2020,87
"131441",2020,122
"131446",2020,14
"131460",2020,52
"131471",2021,102
"131478",2021,36
"131480",2021,23
"131484",2021,295
"131500",2021,94
"131507",2021,123
"131529",2020,1
"131534",2020,10
"131535",2020,7
"131586",2021,18
"131616",2020,19
"131622",2020,12
"131628",2020,15
"131638",2020,33
"131640",2020,53
"131641",2020,13
"131650",2020,17
"131666",2021,75
"131678",2021,42
"131704",2021,49
"131731",2021,23
"131743",2021,30
"131777",2020,126
"131787",2020,80
"131802",2020,31
"131831",2021,9
"131834",2021,76
"131852",2020,102
"131864",2020,26
"131866",2020,102
"131875",2020,83
"131877",2020,74
"131879",2020,12
"131884",2020,18
"131887",2020,65
"131889",2020,53
"131891",2020,75
"131895",2020,75
"131908",2021,120
"131914",2021,66
"131924",2021,17
"131942",2021,33
"131965",2020,8
"131991",2020,217
"132004",2020,34
"132017",2020,68
"132019",2020,25
"132036",2020,56
"132037",2020,69
"132073",2021,12
"132075",2021,13
"132076",2021,74
"132082",2021,58
"132099",2020,19
"132122",2020,52
"132141",2020,104
"132172",2019,19
"132180",2019,30
"132195",2021,128
"132199",2021,48
"132203",2021,60
"132216",2021,27
"132217",2021,74
"132221",2021,29
"132223",2021,15
"132230",2021,24
"132241",2020,22
"132246",2020,23
"132264",2020,64
"132307",2021,57
"132312",2021,11
"132322",2021,34
"132369",2019,77
"132370",2019,26
"132373",2019,1
"132391",2021,51
"132414",2021,19
"132420",2021,104
"132424",2021,21
"132432",2020,29
"132453",2020,59
"132468",2020,1
"132470",2020,46
"132508",2019,59
"132521",2020,46
"132522",2020,78
"132529",2021,110
"132531",2021,91
"132542",2021,188
"132543",2021,52
"132548",2021,38
"132552",2021,10
"132572",2021,66
"132578",2021,152
"132581",2021,27
"132593",2021,36
"132594",2021,98
"132609",2021,21
"132621",2020,29
"132648",2020,56
"132652",2020,40
"132663",2020,8
"132664",2020,8
"132667",2020,28
"132669",2020,22
"132699",2020,22
"132706",2020,51
"132767",2020,31
"132802",2020,1
"132830",2021,130
"132840",2021,274
"132846",2021,362
"132850",2021,127
"132851",2021,26
"132904",2020,23
"132954",2021,34
"132965",2021,45
"132983",2021,11
"132988",2021,11
"133068",2021,17
"133101",2020,7
"133112",2020,21
"133117",2020,7
"133134",2020,20
"133142",2021,72
"133169",2021,85
"133185",2021,41
"133218",2020,11
"133232",2020,11
"133264",2020,16
"133270",2020,3
"133305",2021,15
"133319",2021,54
"133323",2021,121
"133358",2021,231
"133399",2020,61
"133415",2020,49
"133416",2020,26
"133420",2020,16
"133422",2020,106
"133431",2020,4
"133440",2020,57
"133442",2020,40
"133443",2020,61
"133446",2020,10
"133481",2021,13
"133520",2021,19
"133544",2020,60
"133545",2020,60
"133557",2020,40
"133559",2020,24
"133562",2020,114
"133569",2020,165
"133599",2020,3
"133642",2021,206
"133668",2020,20
"133671",2020,45
"133674",2020,49
"133694",2020,4
"133698",2020,1
"133709",2020,46
"133726",2021,183
"133731",2021,86
"133785",2021,9
"133809",2020,79
"133847",2020,4
"133850",2020,94
"133873",2020,3
"133882",2020,92
"133887",2020,24
"133906",2021,19
"133911",2021,60
"133912",2021,91
"133913",2021,66
"133920",2021,103
"133938",2021,26
"133942",2021,159
"133956",2021,33
"133964",2021,136
"134009",2020,16
"134011",2020,16
"134014",2020,134
"134046",2020,141
"134053",2020,8
"134055",2020,17
"134063",2020,54
"134065",2020,73
"134066",2020,25
"134083",2020,3
"134085",2020,151
"134112",2021,46
"134120",2021,44
"134129",2021,88
"134132",2021,3
"134137",2021,19
"134152",2021,103
"134167",2021,11
"134178",2021,11
"134196",2020,8
"134204",2020,62
"134215",2020,11
"134233",2020,77
"134242",2020,129
"134252",2020,9
"134258",2020,77
"134265",2020,24
"134270",2020,86
"134279",2020,72
"134292",2021,34
"134299",2021,45
"134372",2021,170
"134384",2020,27
"134394",2020,19
"134399",2020,86
"134412",2020,44
"134419",2020,29
"134423",2020,31
"134425",2020,72
"134443",2020,87
"134449",2020,17
"134497",2021,26
"134523",2021,10
"134524",2021,152
"134531",2021,37
"134550",2021,257
"134578",2020,13
"134593",2020,51
"134595",2020,91
"134597",2020,66
"134598",2020,52
"134599",2020,231
"134600",2020,8
"134684",2020,15
"134696",2020,109
"134699",2020,21
"134737",2021,24
"134752",2021,237
"134777",2021,28
"134815",2020,8
"134826",2020,103
"134829",2020,146
"134840",2020,6
"134854",2020,20
"134874",2021,72
"134891",2021,54
"134897",2021,275
"134910",2021,1
"134940",2020,89
"134956",2020,148
"134993",2020,18
"135023",2021,22
"135121",2020,60
"135123",2020,134
"135137",2020,58
"135139",2020,12
"135141",2020,8
"135150",2020,2
"135166",2021,81
"135177",2021,304
"135197",2021,6
"135203",2020,43
"135224",2020,5
"135231",2020,1
"135243",2021,12
"135283",2021,19
"135284",2021,13
"135297",2020,15
"135301",2020,4
"135309",2020,21
"135322",2020,167
"135332",2020,22
"135443",2021,20
"135452",2021,85
"135454",2021,2
"135481",2021,23
"135487",2020,3
"135513",2020,49
"135547",2021,58
"135553",2021,82
"135564",2021,22
"135580",2021,107
"135581",2021,6
"135588",2021,82
"135589",2021,61
"135597",2021,24
"135598",2021,5
"135606",2021,115
"135614",2021,32
"135625",2021,46
"135628",2021,45
"135672",2020,173
"135691",2021,115
"135706",2021,24
"135731",2020,50
"135743",2020,58
"135782",2021,59
"135788",2021,27
"135805",2021,180
"135808",2021,31
"135853",2021,12
"135864",2021,53
"135873",2021,61
"135880",2021,13
"135888",2021,25
"135891",2021,99
"135903",2021,205
"135905",2021,178
"135909",2021,34
"135911",2021,3
"135913",2021,13
"135925",2020,7
"135934",2020,17
"135944",2020,146
"135949",2020,4
"135968",2020,139
"136008",2021,43
"136014",2021,31
"136029",2020,5
"136032",2020,2
"136075",2021,91
"136099",2021,61
"136129",2020,22
"136145",2020,149
"136152",2020,57
"136167",2021,11
"136197",2021,68
"136213",2021,44
"136255",2021,73
"136259",2020,39
"136264",2020,41
"136266",2020,3
"136281",2020,60
"136315",2021,20
"136319",2021,39
"136321",2021,44
"136329",2021,90
"136365",2021,69
"136381",2021,49
"136382",2021,67
"136397",2021,21
"136419",2020,169
"136422",2020,5
"136442",2020,36
"136452",2021,45
"136454",2021,33
"136456",2021,48
"136461",2021,25
"136463",2021,39
"136471",2021,50
"136479",2021,52
"136506",2021,27
"136526",2021,33
"136535",2021,88
"136555",2020,126
"136563",2020,23
"136565",2020,84
"136575",2020,217
"136578",2020,32
"136585",2020,25
"136605",2021,39
"136675",2020,76
"136695",2020,52
"136711",2021,31
"136716",2021,57
"136727",2021,525
"136751",2021,110
"136773",2021,75
"136798",2020,85
"136819",2020,39
"136848",2021,61
"136850",2021,9
"136884",2021,2
"136895",2020,6
"136903",2020,199
"136916",2020,3
"136925",2020,73
"136951",2021,15
"136980",2021,49
"137009",2020,42
"137011",2020,108
"137016",2020,44
"137022",2020,25
"137056",2021,60
"137059",2021,49
"137074",2021,49
"137085",2021,3
"137133",2021,6
"137162",2020,8
"137172",2020,36
"137173",2020,77
"137181",2020,97
"137187",2021,43
"137227",2021,42
"137242",2021,6
"137271",2021,7
"137278",2021,132
"137281",2021,36
"137327",2021,19
"137355",2021,90
"137366",2021,94
"137369",2021,8
"137374",2021,28
"137377",2021,107
"137401",2021,26
"137402",2021,39
"137403",2021,96
"137425",2021,276
"137429",2021,11
"137463",2021,180
"137472",2020,114
"137480",2020,39
"137481",2020,89
"137482",2020,135
"137493",2020,47
"137496",2020,86
"137497",2020,352
"137505",2020,20
"137544",2021,40
"137551",2021,120
"137557",2021,40
"137563",2021,64
"137567",2021,38
"137592",2020,113
"137596",2020,124
"137603",2020,34
"137615",2020,24
"137620",2021,2
"137624",2021,3
"137627",2021,52
"137637",2021,31
"137661",2021,54
"137663",2021,33
"137664",2021,21
"137665",2021,16
"137673",2021,105
"137679",2021,91
"137680",2020,24
"137688",2020,192
"137692",2020,35
"137694",2020,11
"137718",2020,64
"137719",2020,75
"137727",2020,31
"137732",2020,18
"137734",2020,121
"137738",2020,42
"137775",2020,19
"137788",2021,3
"137789",2021,97
"137811",2021,61
"137816",2021,317
"137848",2021,113
"137850",2020,359
"137851",2020,7
"137858",2020,64
"137865",2020,38
"137868",2020,109
"137876",2021,12
"137889",2021,31
"137893",2021,8
"137903",2021,23
"137911",2021,16
"137923",2021,1
"137926",2020,215
"137932",2020,95
"137944",2020,81
"137984",2021,139
"137990",2021,225
"138009",2021,9
"138011",2021,9
"138016",2021,15
"138024",2020,96
"138029",2020,78
"138031",2020,80
"138055",2020,136
"138056",2020,22
"138062",2020,77
"138079",2021,106
"138107",2021,5
"138144",2020,83
"138161",2020,17
"138162",2020,20
"138166",2020,41
"138181",2021,194
"138182",2021,62
"138195",2021,340
"138200",2021,8
"138207",2021,91
"138254",2020,80
"138264",2020,5
"138292",2021,96
"138297",2021,10
"138300",2021,118
"138310",2021,84
"138314",2021,26
"138336",2020,39
"138352",2020,212
"138358",2020,52
"138368",2021,18
"138385",2021,57
"138398",2021,42
"138401",2021,2
"138406",2021,115
"138481",2021,30
"138522",2020,63
"138524",2020,33
"138526",2020,33
"138533",2020,94
"138542",2020,19
"138548",2020,4
"138556",2021,4
"138563",2021,91
"138581",2021,18
"138588",2021,50
"138590",2021,173
"138596",2020,106
"138609",2020,35
"138613",2020,50
"138617",2020,11
"138631",2020,15
"138632",2020,55
"138633",2020,105
"138636",2020,36
"138644",2021,42
"138685",2021,17
"138720",2020,5
"138732",2020,14
"138745",2021,47
"138783",2021,125
"138791",2020,25
"138797",2020,88
"138809",2020,103
"138819",2020,4
"138821",2020,28
"138825",2020,135
"138826",2020,36
"138827",2020,14
"138842",2021,137
"138844",2021,13
"138849",2021,39
"138853",2021,103
"138857",2021,34
"138865",2021,87
"138866",2021,31
"138867",2021,45
"138869",2021,134
"138877",2021,50
"138954",2021,49
"138973",2021,86
"138976",2021,56
"138978",2021,17
"138997",2020,186
"139009",2020,1
"139013",2020,17
"139032",2021,74
"139035",2021,89
"139071",2021,19
"139097",2020,124
"139111",2020,17
"139152",2021,27
"139189",2020,64
"139205",2020,122
"139214",2020,4
"139227",2021,48
"139228",2021,145
"139257",2021,44
"139263",2021,1
"139291",2020,89
"139298",2020,44
"139299",2020,34
"139337",2021,34
"139370",2020,10
"139374",2020,24
"139392",2020,71
"139399",2020,28
"139406",2020,1
"139422",2021,39
"139432",2021,130
"139440",2021,2
"139487",2020,16
"139489",2020,8
"139496",2020,23
"139510",2021,146
"139511",2021,7
"139520",2021,93
"139525",2021,14
"139549",2021,111
"139555",2020,10
"139599",2021,13
"139604",2021,19
"139608",2021,44
"139609",2021,20
"139610",2021,75
"139632",2021,13
"139669",2020,38
"139670",2020,324
"139719",2020,36
"139746",2020,45
"139771",2020,37
"139803",2021,60
"139823",2021,312
"139844",2020,37
"139854",2020,79
"139870",2021,195
"139877",2021,68
"139878",2021,119
"139886",2021,14
"139892",2021,66
"139905",2021,101
"139913",2021,30
"139930",2021,11
"139931",2021,133
"139949",2021,314
"139986",2021,17
"140017",2021,59
"140063",2021,20
"140107",2021,4
"140115",2021,89
"140127",2021,16
"140131",2021,24
"140137",2021,22
"140176",2021,132
"140193",2021,39
"140203",2021,98
"140204",2021,2
"140214",2021,16
"140226",2021,24
"140244",2021,73
"140263",2021,41
"140267",2021,116
"140271",2021,9
"140281",2021,7
"140285",2021,47
"140292",2021,66
"140295",2021,81
"140297",2021,14
"140298",2021,42
"140301",2021,126
"140314",2021,40
"140336",2021,95
"140354",2021,11
"140368",2021,47
"140381",2021,68
"140408",2021,12
"140425",2021,107
"140489",2021,73
"140494",2021,49
"140495",2021,36
"140513",2021,14
"140580",2021,164
"140585",2021,6
"140589",2021,47
"140597",2021,8
"140600",2021,33
"140620",2021,46
"140622",2021,39
"140636",2021,59
"140641",2021,121
"140646",2021,77
"140647",2021,2
"140651",2021,54
"140661",2021,150
"140667",2021,184
"140674",2021,73
"140678",2021,41
"140688",2021,62
"140704",2021,38
"140708",2021,79
"140745",2021,161
"140747",2021,4
"140758",2021,17
"140768",2021,130
"140770",2021,17
"140819",2021,67
"140844",2021,59
"140845",2021,66
"140853",2021,17
"140866",2021,32
"140878",2021,4
"140991",2021,48
"140999",2021,242
"141024",2021,40
"141035",2021,24
"141055",2021,66
"141065",2021,78
"141066",2021,27
"141067",2021,74
"141080",2021,26
"141082",2021,17
"141090",2021,59
"141091",2021,95
"141099",2021,136
"141106",2021,94
"141109",2021,101
"141121",2021,80
"141122",2021,118
"141124",2021,2
"141125",2021,129
"141128",2021,12
"141140",2021,37
"141151",2021,15
"141175",2021,90
"141178",2021,21
"141203",2021,3
"141218",2021,216
"141284",2021,32
"141299",2021,41
"141302",2021,4
"141310",2021,104
"141312",2021,47
"141325",2021,120
"141329",2021,27
"141337",2021,256
"141341",2021,118
"141343",2021,17
"141346",2021,5
"141361",2021,126
"141365",2021,10
"141367",2021,15
"141376",2021,45
"141407",2021,35
"141439",2021,152
"141449",2021,39
"141466",2021,2
"141471",2021,128
"141482",2021,48
"141493",2021,46
"141515",2021,28
"141528",2021,18
"141566",2021,58
"141570",2021,208
"141586",2021,14
"141590",2021,52
"141655",2010,120
"141656",2010,39
"141717",2021,29
"141726",2021,28
"141748",2021,14
"141753",2021,49
"141760",2021,134
"141768",2021,5
"141775",2021,1
"141787",2021,90
"141797",2021,4
"141800",2021,118
"141811",2021,33
"141827",2021,142
"141836",2021,68
"141840",2021,34
"141927",2021,13
"141933",2021,91
"141943",2021,4
"141944",2021,9
"141958",2021,18
"141967",2021,44
"141970",2021,77
"141990",2021,108
"142002",2021,51
"142004",2021,86
"142008",2021,87
"142016",2021,9
"142017",2021,30
"142032",2021,222
"142041",2021,45
"142045",2021,23
"142048",2021,173
"142053",2021,19
"142061",2021,93
"142089",2021,155
"142110",2021,51
"142117",2021,44
"142122",2021,244
"142127",2021,35
"142132",2021,66
"142148",2021,221
"142155",2021,37
"142156",2021,66
"142175",2021,27
"142176",2021,96
"142186",2021,92
"142188",2021,245
"142190",2021,69
"142219",2021,6
"142224",2021,1
"142242",2021,34
"142260",2021,122
"142274",2021,108
"142276",2021,25
"142280",2021,22
"142300",2021,18
"142317",2021,2
"142320",2021,138
"142321",2021,91
"142327",2021,57
"142333",2021,41
"142334",2021,59
"142350",2021,5
"142354",2021,32
"142355",2021,4
"142357",2021,22
"142416",2021,28
"142471",2021,4
"142476",2021,6
"142537",2021,186
"142578",2021,207
"142583",2021,28
"142615",2021,22
"142626",2021,53
"142628",2021,65
"142629",2021,56
"142657",2021,4
"142703",2021,48
"142707",2021,3
"142709",2021,63
"142736",2021,66
"142754",2021,304
"142776",2021,8
"142786",2021,26
"142795",2021,129
"142807",2021,148
"142817",2021,27
"142837",2021,29
"142874",2021,52
"142899",2021,12
"142929",2021,69
"142936",2021,61
"142939",2021,49
"142940",2021,33
"142951",2021,30
"142954",2021,2
"142956",2021,7
"142966",2021,177
"142985",2021,238
"142986",2021,13
"142988",2021,115
"143009",2021,275
"143027",2021,6
"143030",2021,26
"143033",2021,34
"143054",2021,3
"143070",2021,136
"143100",2021,7
"143101",2021,85
"143102",2021,69
"143126",2021,6
"143151",2021,20
"143157",2021,38
"143178",2021,14
"143179",2021,92
"143180",2021,112
"143189",2021,14
"143199",2021,40
"143218",2010,80
"143219",2010,42
"143305",2010,18
"143325",2010,25
"143394",2011,146
"143395",2011,191
"143396",2010,99
"143406",2010,52
"143407",2010,83
"143425",2010,18
"143458",2010,62
"143642",2010,30
"143796",2010,53
"143897",2011,21
"143914",2011,8
"143932",2010,6
"143944",2010,27
"143990",2011,25
"144038",2011,19
"144052",2010,27
"144053",2010,27
"144118",2012,318
"144153",2011,7
"144154",2011,18
"144234",2010,5
"144337",2011,17
"144419",2011,89
"144420",2011,77
"144444",2011,116
"144481",2011,332
"144502",2010,4
"144616",2011,116
"144686",2011,75
"144687",2011,45
"144688",2011,54
"144689",2011,118
"144690",2011,38
"144774",2011,51
"144849",2010,25
"144876",2010,29
"145053",2011,113
"145078",2011,65
"145079",2011,75
"145110",2012,218
"145242",2012,153
"145243",2012,210
"145278",2011,67
"145283",2011,3
"145376",2011,12
"145381",2011,19
"145383",2011,14
"145471",2011,2
"145728",2011,20
"145828",2012,2
"145896",2012,30
"145902",2012,15
"145951",2012,15
"146084",2012,16
"146128",2012,26
"146167",2012,29
"146197",2012,178
"146524",2012,54
"146525",2012,62
"146532",2012,81
"146578",2012,42
"146586",2012,74
"146754",2012,45
"146837",2012,33
"146838",2012,55
"146839",2012,69
"147449",2012,43
"147462",2012,71
"147730",2012,120
"147763",2012,13
"147855",2012,29
"147991",2012,24
"148025",2012,29
"148128",2012,28
"148132",2012,16
"148133",2012,24
"148135",2012,17
"148242",2012,4
"148585",2012,141
"148828",2012,3
"149437",2013,148
"149497",2011,156
"149525",2013,14
"149544",2013,33
"149557",2013,42
"149558",2013,16
"149570",2013,10
"149771",2013,114
"149854",2013,34
"150027",2013,40
"150128",2013,99
"150174",2013,1
"150187",2013,19
"150236",2013,362
"150284",2013,12
"150435",2013,15
"150438",2013,129
"150461",2013,52
"150566",2013,14
"150621",2013,13
"150638",2013,41
"150683",2013,212
"150807",2013,56
"150843",2011,370
"150949",2013,104
"150953",2013,17
"150972",2013,53
"151030",2013,40
"151062",2013,26
"151155",2013,21
"151330",2013,163
"151409",2013,106
"151472",2013,34
"151563",2013,160
"151703",2014,61
"151720",2014,2
"151740",2014,3
"151943",2014,162
"152016",2014,227
"152038",2014,36
"152258",2014,68
"152302",2014,90
"152328",2014,60
"152351",2014,170
"152427",2014,127
"152445",2014,47
"152465",2014,1
"152491",2014,20
"152501",2014,86
"152502",2014,51
"152539",2015,3
"152547",2014,75
"152576",2014,15
"152637",2014,7
"152668",2014,8
"152757",2014,59
"152760",2014,38
"152762",2014,307
"152782",2014,82
"152864",2014,9
"152880",2014,114
"152886",2014,71
"152903",2014,28
"153002",2014,89
"153040",2014,45
"153051",2014,7
"153100",2014,5
"153105",2014,109
"153164",2014,9
"153215",2014,48
"153249",2014,18
"153295",2014,157
"153333",2014,88
"153351",2014,53
"153400",2014,28
"153478",2014,45
"153481",2014,7
"153551",2014,141
"153577",2014,4
"153957",2014,81
"153968",2014,118
"154032",2015,2
"154063",2015,78
"154065",2015,100
"154071",2015,19
"154115",2015,18
"154123",2015,13
"154129",2015,25
"154229",2015,3
"154298",2015,2
"154366",2015,104
"154385",2015,32
"154394",2015,52
"154581",2015,25
"154591",2015,57
"154680",2015,9
"154689",2015,37
"154691",2015,4
"154692",2015,20
"154798",2015,33
"154855",2015,1
"154883",2015,12
"154892",2015,15
"154902",2015,1
"154983",2015,148
"155042",2015,27
"155045",2015,60
"155099",2015,55
"155126",2015,6
"155162",2015,40
"155187",2015,39
"155188",2015,33
"155321",2015,130
"155346",2015,38
"155428",2015,63
"155430",2015,5
"155436",2015,11
"155454",2015,14
"155456",2015,53
"155459",2015,193
"155510",2015,116
"155570",2015,135
"155588",2015,12
"155625",2015,160
"155635",2015,15
"155708",2015,1
"155751",2015,36
"155774",2015,46
"155787",2015,22
"155817",2015,14
"155869",2015,10
"155886",2015,2
"156041",2015,2
"156107",2015,2
"156228",2015,25
"156233",2015,89
"156300",2015,53
"156340",2015,18
"156397",2015,21
"156403",2016,258
"156534",2016,2
"156624",2016,2
"156630",2016,84
"156639",2016,16
"156677",2016,175
"156738",2016,29
"156741",2016,118
"156747",2016,24
"156772",2016,55
"156859",2016,9
"156914",2016,65
"156966",2016,22
"157067",2016,12
"157069",2016,7
"157128",2016,35
"157131",2016,16
"157161",2016,106
"157215",2016,20
"157216",2016,9
"157356",2016,6
"157370",2016,25
"157406",2016,10
"157489",2016,2
"157521",2016,8
"157556",2016,22
"157580",2016,19
"157591",2016,43
"157660",2016,8
"157671",2016,52
"157678",2016,62
"157688",2016,41
"157693",2016,5
"157741",2016,12
"157780",2016,44
"157795",2016,3
"157823",2016,42
"157852",2016,18
"157855",2016,9
"157869",2016,183
"157908",2016,10
"157910",2016,5
"157997",2016,21
"158022",2016,3
"158029",2016,102
"158096",2016,111
"158110",2016,22
"158116",2016,41
"158122",2016,39
"158132",2016,4
"158234",2016,14
"158306",2016,27
"158334",2016,35
"158357",2016,28
"158463",2016,44
"158493",2016,60
"158532",2016,121
"158546",2016,17
"158636",2016,40
"158642",2016,5
"158645",2016,14
"158663",2016,13
"158664",2016,7
"158743",2016,8
"158767",2016,16
"158816",2016,68
"158824",2016,21
"158859",2017,46
"158876",2017,4
"158892",2017,99
"158894",2017,357
"158924",2017,11
"158936",2017,183
"158947",2017,103
"158965",2017,32
"158986",2017,7
"159011",2017,21
"159093",2017,15
"159122",2017,92
"159126",2017,59
"159130",2017,13
"159165",2017,8
"159197",2017,56
"159244",2017,11
"159258",2017,17
"159276",2017,16
"159304",2017,157
"159312",2017,26
"159318",2017,19
"159321",2017,119
"159343",2017,52
"159360",2017,263
"159440",2017,193
"159441",2017,115
"159456",2017,52
"159482",2017,103
"159531",2017,50
"159542",2017,57
"159563",2017,23
"159626",2017,49
"159692",2017,34
"159717",2017,20
"159760",2017,32
"159778",2017,10
"159839",2017,158
"159847",2017,36
"159850",2017,45
"159895",2017,104
"159903",2017,10
"159934",2017,2
"159952",2017,49
"159959",2017,36
"159960",2017,32
"159974",2017,4
"159975",2017,10
"159988",2017,114
"160018",2017,103
"160026",2017,6
"160047",2017,28
"160132",2017,74
"160134",2017,136
"160141",2017,88
"160158",2017,85
"160170",2017,81
"160180",2017,25
"160194",2017,29
"160195",2017,29
"160203",2017,100
"160226",2017,53
"160241",2017,32
"160249",2017,8
"160250",2017,61
"160252",2017,32
"160253",2017,2
"160274",2017,102
"160276",2017,149
"160293",2017,59
"160304",2017,72
"160307",2017,21
"160322",2017,2
"160333",2017,225
"160334",2017,25
"160345",2017,59
"160363",2017,56
"160380",2017,98
"160383",2017,48
"160411",2017,15
"160481",2017,34
"160511",2017,18
"160540",2017,34
"160554",2017,79
"160563",2017,56
"160579",2017,58
"160614",2017,45
"160635",2017,53
"160699",2017,6
"160701",2017,64
"160736",2017,30
"160750",2017,6
"160792",2017,118
"160818",2017,93
"160823",2017,282
"160970",2017,58
"161053",2017,39
"161116",2017,22
"161176",2017,133
"161180",2017,15
"161183",2017,147
"161234",2017,54
"161253",2017,43
"161277",2017,28
"161344",2018,46
"161417",2018,56
"161422",2018,178
"161483",2018,81
"161491",2018,44
"161510",2018,12
"161560",2018,87
"161565",2018,14
"161575",2018,31
"161584",2018,64
"161595",2018,117
"161598",2018,126
"161603",2018,30
"161613",2018,62
"161657",2018,10
"161683",2018,11
"161701",2018,18
"161721",2018,17
"161730",2018,21
"161753",2018,130
"161756",2018,207
"161768",2018,95
"161802",2018,136
"161806",2018,45
"161831",2018,28
"161834",2018,64
"161842",2018,47
"161864",2018,18
"161885",2018,173
"161887",2018,5
"161891",2018,42
"161914",2018,86
"161916",2018,66
"161925",2018,71
"161948",2018,25
"161955",2018,8
"161958",2018,125
"161971",2018,76
"161989",2018,63
"162004",2018,79
"162011",2018,109
"162017",2018,54
"162044",2018,42
"162052",2018,13
"162055",2018,41
"162056",2018,27
"162057",2018,11
"162076",2018,18
"162102",2018,50
"162106",2019,114
"162115",2018,33
"162199",2018,234
"162206",2018,26
"162212",2018,28
"162223",2018,28
"162264",2018,79
"162295",2018,116
"162299",2018,27
"162306",2018,20
"162348",2018,64
"162362",2018,117
"162363",2018,15
"162390",2018,158
"162418",2018,40
"162450",2018,38
"162484",2018,8
"162494",2018,25
"162520",2018,37
"162522",2018,11
"162534",2018,144
"162539",2018,9
"162541",2018,63
"162546",2018,28
"162548",2018,29
"162583",2018,16
"162600",2018,7
"162626",2018,71
"162642",2018,207
"162677",2018,59
"162688",2018,144
"162689",2018,109
"162692",2018,30
"162701",2018,24
"162712",2018,64
"162713",2018,12
"162716",2018,18
"162721",2018,37
"162723",2018,167
"162728",2018,28
"162741",2018,33
"162749",2018,44
"162789",2018,15
"162823",2018,48
"163008",2018,102
"163009",2018,21
"163019",2018,29
"163038",2018,293
"163080",2018,178
"163097",2018,147
"163117",2018,13
"163127",2018,24
"163138",2018,20
"163150",2018,13
"163153",2018,7
"163197",2018,14
"163210",2018,21
"163211",2018,13
"163301",2018,17
"163302",2018,12
"163325",2018,93
"163326",2018,20
"163328",2018,46
"163334",2018,10
"163348",2018,2
"163352",2018,170
"163403",2018,16
"163440",2018,31
"163467",2018,12
"163489",2018,56
"163490",2018,14
"163492",2018,57
"163553",2018,48
"163605",2018,15
"163639",2018,59
"163813",2018,165
"163844",2019,65
"163849",2019,125
"163884",2019,39
"163919",2019,64
"163921",2019,26
"163943",2019,20
"163945",2019,100
"163955",2019,58
"163964",2019,46
"163970",2019,8
"163972",2019,29
"164009",2019,31
"164025",2019,74
"164030",2019,34
"164041",2019,36
"164046",2019,31
"164047",2019,88
"164048",2019,164
"164054",2019,101
"164059",2019,120
"164064",2019,56
"164136",2019,2
"164137",2019,5
"164143",2019,26
"164172",2019,27
"164178",2019,28
"164199",2019,1
"164205",2019,3
"164255",2019,33
"164260",2019,17
"164262",2019,26
"164310",2019,47
"164321",2019,95
"164343",2019,4
"164346",2019,4
"164355",2019,15
"164365",2019,14
"164367",2019,9
"164390",2019,53
"164425",2019,17
"164440",2019,12
"164445",2019,32
"164471",2019,1
"164474",2019,12
"164491",2019,6
"164493",2019,48
"164496",2019,81
